name,image
,https://static-01.daraz.com.np/p/af5e22f1cfb1d184229395e4a7567c38.jpg
,https://static-01.daraz.com.np/p/d504bdc3728de9c4b3fc5124a2f6ac8d.jpg
,https://static-01.daraz.com.np/p/d0b5942d57037961f485d5f0be8dadda.jpg
,https://static-01.daraz.com.np/p/6628585a2b225e4ddbbfc7d54c9a4446.jpg
,https://static-01.daraz.com.np/p/7c5c56e6d9714a5ef008cb7331ca33a3.jpg
,https://static-01.daraz.com.np/p/11b35398907744a37e72de88487b989a.jpg
,https://static-01.daraz.com.np/p/b8c282a403731982d1d02df634eeb314.jpg
,https://static-01.daraz.com.np/p/172ff30a121e3efd751b8ae1b8ea05bf.jpg
,https://static-01.daraz.com.np/p/5876e105d7be8aa8099dcf4362720b01.jpg
,https://static-01.daraz.com.np/p/887c2da66dfdf61c0fb52e6e8b28194d.jpg
,https://static-01.daraz.com.np/p/ff51c9394861e0ad85134862f82f51ad.jpg
,https://static-01.daraz.com.np/p/d1640fccffc537e9086c37b8a654841a.jpg
,https://static-01.daraz.com.np/p/a731e3b6e427c2d2a05875268dc96a88.jpg
,https://static-01.daraz.com.np/p/277735bd2a4e4d4a7b7d49d3f8f2621b.jpg
,https://static-01.daraz.com.np/p/0a97ceb28d3b44a022a3548604c068c7.jpg
,https://static-01.daraz.com.np/p/3799aacb2717544651902887b8bca8f7.jpg
,https://static-01.daraz.com.np/p/f1caf78836688fff887235ff770df161.jpg
,https://static-01.daraz.com.np/p/1be805da746cb1967770756290f16f0c.jpg
,https://static-01.daraz.com.np/p/c8d855bc99c45dfeb453b7358796411f.jpg
,https://static-01.daraz.com.np/p/23d583b393f080603af0603b5ca36d24.jpg
,https://static-01.daraz.com.np/p/9b31cece99526ceaef5209ad87852927.jpg
,https://static-01.daraz.com.np/p/1e533f7bd8e4595fbf2f4f3dec735548.jpg
,https://static-01.daraz.com.np/p/bba8fac5f05a6591e22d9aec87ab19ec.jpg
,https://static-01.daraz.com.np/p/2a9290be3005caa7e2e2376473616f3e.jpg
,https://static-01.daraz.com.np/p/95ae739e666ec40ff9a1521d870bb30c.jpg
,https://static-01.daraz.com.np/p/bf0b97b63878834594021324afeaf4aa.jpg
,https://static-01.daraz.com.np/p/b97737da82ae8154fa29d90c101571d4.jpg
,https://static-01.daraz.com.np/p/90f8dd9f9675dc9d485dac3f0c31faf3.jpg
,https://static-01.daraz.com.np/p/41f351a351d9f32bef67973fcabb1e22.jpg
,https://static-01.daraz.com.np/p/c87a1da61488d4b3ef73da22cd155b30.jpg
,https://static-01.daraz.com.np/p/18c776fc3c860a9ac9556918713670fb.jpg
,https://static-01.daraz.com.np/p/57dc312689d17f13afac47adb6e3d6bd.jpg
,https://static-01.daraz.com.np/p/0dad2612263bb408d7eb7a584c4f13be.jpg
,https://static-01.daraz.com.np/p/4b3fe8afa2af3357d06414adc5294b48.jpg
,https://static-01.daraz.com.np/p/5b2a34e01be907e4ce0d91e46e51d127.jpg
,https://static-01.daraz.com.np/p/6364893ca2a72547f2555b32b22a05ef.jpg
,https://static-01.daraz.com.np/p/f5de62164348fa08882f113e531d1f76.jpg
,https://static-01.daraz.com.np/p/c98352b0b5ec58fad432a3fa3227236a.jpg
,https://static-01.daraz.com.np/p/a8d86836081133b2c9fbbafd7107aafb.jpg
,https://static-01.daraz.com.np/p/86f8d7007ffffcea135edd6a1b7e632b.jpg
,https://static-01.daraz.com.np/p/e3d53faffda1397e2b4d2509634b5555.jpg
,https://static-01.daraz.com.np/p/4f07530f221c17b6bdab21ee54b59511.jpg
,https://static-01.daraz.com.np/p/ce8a03ded2228e607a6966d4f5ade05e.jpg
,https://static-01.daraz.com.np/p/97027140260d4b00734daec57f2d9020.jpg
,https://static-01.daraz.com.np/p/d0b145015c1de8894a721a2e237bbb94.jpg
,https://static-01.daraz.com.np/p/69449cdc1364f0a39a05ff90134e8e77.jpg
,https://static-01.daraz.com.np/p/499b8a5db3829b3c1cb72331bfbb2d78.jpg
,https://static-01.daraz.com.np/p/1794dcc0365f3b62962d927b46fb89e9.jpg
,https://static-01.daraz.com.np/p/fc28b295c15a8e72d55d89270dc0808a.jpg
,https://static-01.daraz.com.np/p/73dde8ac1699ba4b7058fa02de86fc9c.jpg
,https://static-01.daraz.com.np/p/e4e8d1f69bc0e666d4db530b28f04051.jpg
,https://static-01.daraz.com.np/p/fc2ff9ad1a5e27975b531015359b40d8.jpg
,https://static-01.daraz.com.np/p/850426b70d9b437ce1c4f647861eb1b5.jpg
,https://static-01.daraz.com.np/p/fe8ad5f62560d330babca241c1582a68.jpg
,https://static-01.daraz.com.np/p/df6b5221bb5ec624a010fc821a7713ba.jpg
,https://static-01.daraz.com.np/p/09aa3eb92bd0fcebd89f2f1cd81b4e5d.jpg
,https://static-01.daraz.com.np/p/23b14351b4c33b386da87bec278f03a2.jpg
,https://static-01.daraz.com.np/p/e31a4479e37b4e287c30fe98d97bd763.jpg
,https://static-01.daraz.com.np/p/c233eb69d520efb688ae17fad619db7e.jpg
,https://static-01.daraz.com.np/p/1bf002656b1dbe80923a79b5ac56e427.jpg
,https://static-01.daraz.com.np/p/4667958c1054554007fa9d0857d5a340.jpg
,https://static-01.daraz.com.np/p/944a6a09efd95b114ec4f51e9ae12812.jpg
,https://static-01.daraz.com.np/p/4e0648738e841f8db12732b9ebf0d9ac.jpg
,https://static-01.daraz.com.np/p/b62fd0d88858804850716ca6f3f9335b.jpg
,https://static-01.daraz.com.np/p/64575b10d648ddb2e3d6f4fc9de19353.jpg
,https://static-01.daraz.com.np/p/2a81d60795c091e3ba67f0b9016d92d8.jpg
,https://static-01.daraz.com.np/p/19c113a16ef8a77309a92dcdfb4a5602.jpg
,https://static-01.daraz.com.np/p/be18a0cc1aac1ee8daf8e46fa912f027.jpg
,https://static-01.daraz.com.np/p/9d8f06a02d0bdccdc415694e099d8284.jpg
,https://static-01.daraz.com.np/p/d4786e74aa066554674372e1e2cac2ec.jpg
,https://static-01.daraz.com.np/p/ad7faa4e15eb024f332d42f0677a6b73.jpg
,https://static-01.daraz.com.np/p/9ead39fcd2be088878489440b64c2901.jpg
,https://static-01.daraz.com.np/p/c231b63085089f66e0ecd937991f1e65.jpg
,https://static-01.daraz.com.np/p/8e9dc5371abae7098e5827d87ed0de2f.jpg
,https://static-01.daraz.com.np/p/6ebcea48489b99be995b64b54143e0c8.jpg
,https://static-01.daraz.com.np/p/728b0a015a7bd8c3761c568956853fdf.jpg
,https://static-01.daraz.com.np/p/8b4a390db98e1903a5bd8fc6385f93ed.jpg
,https://static-01.daraz.com.np/p/14165db0f8d2a3ed40385a01b451e9c7.jpg
,https://static-01.daraz.com.np/p/2b944f42c984707652ff5d0354344b02.jpg
,https://static-01.daraz.com.np/p/61c16265fa9286609726f61cd7e6800d.jpg
,https://static-01.daraz.com.np/p/1e0b4857e6585fb36d8e47b75f6e7bd1.jpg
,https://static-01.daraz.com.np/p/75321d9ccf291a8bad9d15d24279efee.jpg
,https://static-01.daraz.com.np/p/c1934a36b589b477d749c03d56512a76.jpg
,https://static-01.daraz.com.np/p/02cbf988d07d131b852028194dfca579.jpg
,https://static-01.daraz.com.np/p/67335fdd1ac3ec2a4a999ba768376a72.jpg
,https://static-01.daraz.com.np/p/67335fdd1ac3ec2a4a999ba768376a72.jpg
,https://static-01.daraz.com.np/p/1dae41293649007fc92a8f9cd4e34b2a.jpg
,https://static-01.daraz.com.np/p/63649a5a27075c4611a9a1ffcf1612dd.jpg
,https://static-01.daraz.com.np/p/a2f4c2079df6ac05b2ad9e8e322f492e.jpg
,https://static-01.daraz.com.np/p/69ceeba575214bb883f5cd892e228849.jpg
,https://static-01.daraz.com.np/p/793de54c71c56db9f4a1e9829fbc18c1.jpg
,https://static-01.daraz.com.np/p/fe68793ee028f072d211d8f94eb292ae.jpg
,https://static-01.daraz.com.np/p/0e3853dacedb5a67e52f45a4b7735914.jpg
,https://static-01.daraz.com.np/p/4f10ef94f69962df75095e8992cc0916.jpg
,https://static-01.daraz.com.np/p/a4ab2f467bfb0cf9505211d939b0119d.jpg
,https://static-01.daraz.com.np/p/bfbefa2d31b14796c21622c255a2aed8.jpg
,https://static-01.daraz.com.np/p/43f836906c0c493692dbbf506ab2a674.jpg
,https://static-01.daraz.com.np/p/43f836906c0c493692dbbf506ab2a674.jpg
,https://static-01.daraz.com.np/p/7846a66e4ee75708fc5d20a738931867.jpg
Adjustable Laptop Stand Portable Laptop Bed Table,
Laptop cooling fan MIKUSO NCP-213 Speed Adjustable Powerful 8 Fans Laptop Stand Dual USB LED Backlit Silent Portable,
ROUTER DSL SINGLE BAND WIFI WITH REPEATER PIX - LINK  SECONDARY ROUTER,
USB LIGHT MINI BENDABLE MULTI COLOUR LED LIGHT,
ANTIVIRUS Gaurdian NetSecure 1 PC/ 1YEAR,
Universal Numeric Keypad USB Wire Mini Number Keyboard For Laptop Desktop PC Computer Numpad 18 Keys Keyboard Fullhouse,
CLAMPER  3 in 1 WITH EXTRA BLADE BRAND BOSHI,
EXTENSION CORD MULTIPLUG POWER SOCKET EXTENSION CORD HIGH QULAITY 1500 WATT GUARANTEE 6 PORT SMTECH BRAND,
POWER SOCKET MULTIPLUG Extension cord multiplug high quality 1500 watt guaranteed 2 METER WIRE 5 *2 PORT INDIVIDUAL SWITCH SMTECH BRAND,
MOUSE PAD WRIST RECTANGLE HEAVY QUALITY GEL,
Heavy Duty TV Accessories Metal Wall Mount Bracket Set – Universal Set Top Box & Router Stand with Side Bars & Rust-Proof Design,
30ml Mini Nano Facial Sprayer USB Nebulizer Face Steamer Humidifier Beauty Skin Care Tools / Sprayer / Mini Room Sprayer Nano Mist Sprayer,
HD Webcam Web Camera For Computer For PC Laptop Skype MSN,
DESKTOP DVDRW HARD DISK PATA (IDE) CASE WITH EXTERNAL POWER ADAPTER AND CABLE,
HDMI CABLE 4K HDTV 2.0 STANDARD TRANSMISSION LINE 1.5 METER  GENUINE  4K,
32 in 1 Mini Screwdriver Bits Set with Magnetic Flexible Extension Rod for Home Appliance Ratings 2,
CHARGING DOCK FOR P-5,
HDMI CABLE 4K HDTV 2.0 4k standard transmission 3 meter,
NETWORK TESTER CABLE HEAVY WITH RJ45 AND RJ 11 IN YELLOW COLOUR,
TONER CARTRIDGE CHIP FOR SAMSUNG PRINTER,
POE SWITCH 8+2 port,
NETWORK TESTER CABLE WITH  TYPE C POWER PORT AND 9V BATTERY CONNECTION,
NETWORK SWITCH 5 PORT MERCURY WITH 5V 0.6A ADAPTER 10/100MBPS AND 10/100/1000 MBPS,
NETWORK SWITCH 8 ports MERCURY WITH 5V 0.6A ADAPTER 10/100 MBPS AND 10/100/1000 MBPS,
MOUSE WIRELESS RUN  BY SINGLE (DOUBLE AA) BATTERY WITH FREE BATTERY,
TV Wall Mount Stand 32 - 65 Inch  Suitable upto 65 inch LED TV) LCD WALL MOUNT suitable for 32  to 65 inch ZIGMA BSU-19,
MOUSE WIRELESS BRAND RANZ 2 AAA BATTERY,
KEYBOARD USB WIRED WITH HAND WRIST,
MOUSE USB OPTICAL WIRED BRAND FOX,
RJ45 CAT6 (100 piece BOX) crystal network modular connector,
"LAPTOP ADAPTER DELL 65 WATT DIFFERENT MODELS CENTER PIN, NEW PIN AND SMALL PIN",
CCTV POWER SUPPLY FOR 8 CAMERA 12v 10 amp output,
Snap N Grip 9-32mm,
MOUSE PAD GAMING COLOUR PINK   SIZE  80*40 CM THICK SIDE STICKING,
NETWORK PATCH CABLE 30 METER CAT 5E  ETHERNET  INTERNET  CABLE  WITH RJ 45 CONNECTED WITH BOOT COVER BLUE COLOUR,
PS2 to USB CONVERTOR FOR KEYBAORD AND MOUSE,
RJ45 Boot Cover Ethernet Crimp Connector Cap Soft Plastic Ethernet Plug  RJ45 Cable Ends Connector Boots Cover rj45 cap ( 100 PCS PACK),
Universal Numeric Keypad PS2 WIRE Mini Number Keyboard For Laptop Desktop PC Computer Numpad 18 Keys Keyboard Fullhouse,
HDMI Extender Mini RJ45 Ports to 30m HDMI Extension CAT 5e / 6 STP LAN Ethernet Cable Converter for HDTV HDPC,
Quick  antivirus pro 1user,
RJ 45 POE  DIVIDER 2-1-2 PORT FOR OUTDOOR IP CC CAMERA,
3.5MM Headphone Splitter To 2-Male 3.5 MM MICROPHONE AND  Audio Splitter Aux Cable For Computer Headset Adapter,
INTERNET  CABLE CONNECTOR JOINTER ADAPTER   1 Pcs COUPLER,
MERCURY CAMERA CABLE USB Cable 2.0 Version USB Am to Mini USB 5p Cable.1.5M,
Wireless Music Receiver 5.0 Bluetooth,
Extension cord (multiplug) 3power + 4usb heavy quality,
"ADAPTER DC 5V 40A Power Supply 200W INPUT AC 220V Converter DC 5Volt 40A 200 Watt Adapter LED Power Supply for LED Lighting,LED Strip,CCTV (5V 40A) LED adapter 5v 40A",
VGA CABLE  1.8 METER LENGTH  3+6 ORIGINAL,
3.5mm Audio Cable Male to 2 Female Aux Cable Stereo Gold jack Splitter Cable Adapter,
PATCH CABLE 40 METER CAT 5e  ETHERNET READYMADE WIRE WITH RJ45 CONNECTED WITH BOOT COVER,
MOBILE DATA CABLE 3 in 1 charging cable multi charging cable for charger ( 3 IN 1 FAST CHARGING CABLE),
"USB 3.0 Printer/Device Cable, Blue, Type A Male to Type B Male (10U3-02210) USB 3.0 PRINTER CABLE USB 3.0 LENGTH 1.5 METER",
USB COMBO 7 in 1 MULTIFUNCTIONAL COMPUTER ACCESSORIES USB 2.0 HUB  CONVERTOR WITH 3 USB  2.0 EXPANSION PORT  TF/AD/MS/M2 SLOTS PLUG & PLAY,
"CPU COOLING UD Cooler Master i50c Copper Core CPU Cooler - 95mm Super Silent Cooling Fan and Heatsink - for Intel Socket LGA 11501151 11551156 77,coolermaster black,95x95x60mm",
USB PRINTER CABLE 1.5 MT GOOD QUALITY WITH NYLON WINDING,
LCD OPENING PLIERS JAKEMY JM-OP05,
PORTABLE BLUETOOTH SPEAKER  WITH FM MP3 USB AND AUDIO CONNECTOR WITH POWER BACKUP RECHARGABLE,
KEYBOARD PS2 FOR DESKTOP COMPUTER,
LAPTOP ADAPTER CONVERTOR TO CHANGE TYPE OF PORT IN TOSHIBA LAPTOP ADAPTER,
USB PRINTER CABLE 5MT NORMAL FOR INJECT PRINTER ONLY AND NOT FOR LASER PRINTER,
Adapter 9V 1A Power Adapter Switching Power Supply For Router power SWITCH,
WIRE CUTTER  BOSI TOOLS,
HEADPHONE WITH MICROPHONE (IN WIRE) WITH DETACHABLE WIRE,
Adapter 12V 1A  For Router SWITCHES AND OTHER ELECTRONIC DEVICES PIN SIZE 5.5MM*2.5MM,
SFF-8482 to SATA Adapter SAS to SATA Hard Disk Adapter 5Gbps Data Transfer Speed Adapter Card - j1460,
USB WIFI CARD AC 1300MBPS DUAL ANTENNA,
"Projector Ceiling Or Wall Mount PCM-02 , 25Kg Load Capacity , Compatible With All Projector MOUNT",
HARD DISK CASE FOR LAPTOP HARD DISK SSD 2.5 INCHES INTERFACE TYPE C PLASTIC TRASNPARENT ENCLOSURE,
MOUSE PAD LOGITECH (SIZE:21cm*24cm),
MOUSEPAD GAMING RANZ (SIZE:70CM*30cm),
15w usb desktop charger 1.5 m line/ 4 ports white color 15w USB Desktop charger,
CLAMPER RJ45 CRIMPING TOOLS,
MOUSE PAD WITH WRIST SUPPORTIVE GEL,
Hard Disk Case SATA USB 3.0 HDD External Hard Drive Enclosure FOR 2.5 INCH HDD - Aluminium Alloy,
"Professional Clamper 8P/RJ-45 and 6P/RJ-12, RJ-11 Ethernet Telephone Cable Crimp, Cut, and Strip Tool 3 IN 1",
LAPTOP SATA HARD DISK  CASE WD Elements harddrive empty case 2.5 inches,
CABLE TIE 400*8 MM SELF LOCKING NYLON WIRE CABLE ZIP TIES CABLE COLOUR BLACK ( 100 PCS ),
PCI Express X1 PCI-E FireWire 1394A IEEE1394 Controller Card PC+Metal Fit for Desktop,
USB HUB 3.0 5Gbps 4 Ports Micro Splitter Adapter,
FIBER OPTICAL PATCH CORD  SC UPC SC UPC SM DX 3.0 3M PVC Optical Fiber Patch Cord Cable Jumper,
MOBILE DATA CABLE 3 in 1 Multi USB Charger Cable for All Mobile Devices,
FTTH Fiber Optic Distribution Box 12 Cores High Strength Plastic Outdoor/Indoor FTTH Terminal Box with Splice Tray,
"Square Fan 220V AC Power Cooling Fan 4.75"" (12X12X3.8CM),(120MM Fan), Axial Metal Black Fan",
4pin dual molex IDE to 6pin PCI-E Express GPU power cable video graphics card,
"USB Hub 8 Ports Box Data Transmission Round Hub Multi-USB Splitter & Charge for Devices Faster for Mobile Phone, USB Flash Disk, PC, Tablet",
10PCS Embedded fiber opticfast connector UPC/APC SC Plug single-mode fiber optic adapter quick field Assembly kit,
Hdmi Switch 5 To 01 4K Ultra Hd 1080P Hdmi Switch Selector Splitter With Hub Ir Remote Controller For Hdtv Dvd Tv Box HDMI 5x1 5port switch/ switcher with IR remote support 3d,
hott 4 port micro usb  power otg extender hubn cable black for andriod tablet smartphon e U disk mouse accessories,
"Hard Disk Cooling Fan, Wind-Force Hard Drive Cooler Low Noise Super Fast Heat Dissipation Hard Disk Cooler for Hard Disk Drive (Gold)",
DESKTOP COMPUTER POWER REVERSE CABLE GOOD QUALITY 1.8 METER AND 3 METER,
Usb hub 4 port 2.0 individual switch,
15.6 inch laptop silicone soft keyboard protector,
SATA 15-Pin Male to 2 x 15P Female Y Splitter Adapter Power Cable1 sata to 2 sata length 15 cm,
"15Pin Sata Male to 8Pin(6+2) Pci-E Power Supply Cable 15-Pin to 8 Pin Cable  (Compatible with Graphic Card, Multicolor, One Cable) 20 CM LONG",
cctv camera 3+1 pure copper 65m cable actual,
ATX 20 pin to 24 pin power supply female to male adapter,
Poe splitter for non poe cctv camera,
serial ATA SATA Cable for hard drive / SSD,
"24 Pin Splitter Dual Power Supply Adapter Cable for ATX, 24 pin to 2 x 24(20+4) pin (1ft/12inch) FOR DESKTOP POWER SUPPLY",
24 PIN FEMALE TO 8 PIN MALE POWER SUPPLY CONVERTOR,
USB PRINTER CABLE 3MT NORMAL FOR INJECT PRINTER ONLY AND NOT FOR LASER PRINTER,
rts External DVD Drive USB 3.0 Type-C USB-C Portable CD DVD +/-RW Optical Drive Player USB C Burner Slim CD/DVD ROM Rewriter Writer Reader Portable for PC Laptop Desktop Mac Windows 7/8.1/10 OS Apple,
4pin to slim sata power converter,
HDMI TO VGA + AUDIO ADAPTER (HDMI MALE TO VGA FEMALE ),
HDMI to VGA Converter ( HDMI MALE  TO VGA FEMALE),
"REC Trade Desktop Information Interface Device, Multimedia Desktop Universal Box Office Conference Table Socket Hydraulic Pop Up Box/Cable with HDMI,VGA, Audio, LAN, USB & Power Ports. (RTT-PLT-0208) 10 A Six Pin Socket",
"UD Cooler Master i50c Copper Core CPU Cooler - 95mm Super Silent Cooling Fan and Heatsink - for Intel Socket LGA 11501151 11551156 77,coolermaster black,95x95x60mm",
TYPE C TO HDTV 8 IN 1 CONVERTOR,
mPGA478B Socket-478 CPU Fan with Heatsink and Mounting Kit FOR PG 478 PROCESSOR,
TP Link TL-WN722N Wireless Adapter,
DESKTOP PROCESSOR COOLING FAN Cooler Master I30 CPU Cooler,
HIgh resolution video VGA conversion,
HD TO HD+AUDIO 4K*2K CONVERTOR,
"HDMI TO RCA 1080p HDMI TO AV 3RCA CVBS COMPOSITE VIDEO AUDIO CONVERTOR ADPAPTER  SUPPORTS PAL/NTSC FOR PC,LAPTOP,XBOX,HDTV,DVD UP SCALER 1080P",
VGA TO AV COVERTOR HD video converter up scalar 1080p VGA2AV,
PCI E COM SERIAL CARD 2 PORT ( DB9 PORT),
RJ45 Cat5e Pass Through Connectors 100 PCS Packs Gold Plated 3 Prong 8P8C Modular Ethernet UTP Network Cable Plug for Unshielded Twisted Pair Solid Wire & Standard Cables,
RJ45 Colorful LAN Connector Plug End 8P8C CAT5 CAT5E Random Color 100 PCS PACK,
AUDIO TO AUDIO CABLE 3MT FLAT (3.5MM TO 3.5MM) FOR CAR STEREO & SPEAKER,
Hdmi To Dvi CONVERTER,
RJ45 CAT5E IN LOOSE ( 100 PCS ) PACK,
E SATA TO E SATA CABLE 1.8 METER - High-Speed Data Transfer,
"USB 3.0/2.0 To SATA 2.5"" /3.5"" IDE HDD Hard Disk Drive Cable Converter AU Adapter",
IDE CONNECTOR 4Pin PMW Fan Splitter Cable to 3Pin/4Pin PC Case Fan Sleeved Adapter Cable 1 to 3 PMW Fan Splitter Extension Power Cable Splitter Y Power Adapter Cable PC Computer Cooling Fan Wire Connector,
AV Audio Video TV-Out Cable Cord Lead 3 Rca Male Plug Composite Audio Video Cable Adapter 1.5 METER,
4-Digit Motherboard Tester Diagnostic Card for PCI and ISA Interfaces with Dual POST Code Display,https://static-01.daraz.com.np/p/de86c3008e6df565fe16c60e0bbf189e.jpg
8 Slots Universal Plastic Rack Mount PDU Power Distribution Unit Power distribution unit 8port 16amp,
COMPUTER DESKTOP PCI SERIAL COM CARD 9 PIN MALE 2 COMMUNICATION PORT PCI com card,
PCI Card Diagnostic Motherboard Tester PC ANALYZER 4 DIGIT,
"PWM Fan Hub Splitter, 4 Pin Black Sleeved 5 Way PC CPU Cooling Case Fan Extension Splitter Adapter Cable 40cm/15.7Inch",
2 Pack RJ45 Waterproof Coupler CAT6CAT5ECAT5 Female to Female Adapter Weatherproof Connector Cover Plug Extension Cable Joiner Ethernet LAN IP68 for Outdoor LED CCTV Camera,
RJ 45 SPLITTER 1-2 10/100 MBPS,
100PCS of Pack Metal Shielded RJ45 CAT5E Crimp Connector RJ-45 8P8C Ethernet Network CAT5E CAT Modular Network Cable Plug Connector,
SPEAKER BLUETOOTH MODEL G2 SPEAKER,
RS232 to RS485 Data Converters,
Zigma wallmount model-BS-X8,
"Zigma BSU-11 Imported Heavy Duty Fixed Wall Mount Bracket for 14 to 42 inch LED QLED OLED UHD LED 4K Smart TV's Moniter Upto VESA 200x200 mm for Home, Office and Living Room",
CHARGING IC – BQ24737 BQ 24737 BQ737 QFN 20pin Power IC Chip Chipset,
USB PRINTER CABLE USB 2.0 3 METER LONG,
Laptop keyboard opener 1pcs,
LAPTOP ADAPTER VARIABLE VOLTAGE New 96W Universal Power Charger AC Portable Adapter For Laptop/Notebook Universal Laptop Adapter / VARIABLE VOLTAGE REGULATOR,
"HEADPHONE WITH MICROPHONE  IN WIRE IN SINGLE 3.5 MM JACK MODEL Jedel HS-612  Noise Isolation, Soft Cushion, Black COLOUR EAR BUD SIZE 5CM IN DIAMETER",
LCD WALL MOUNT 26 - 40  inch Universal LCD LED TV Fix Wall Bracket Wall Mount Stand Slim - Movable 180 Degree LCD HEAVY QULAITY wall mount ZIGMA BS-2240,
PCI SOUND CARD 4.1 (ONLY FOR WINDOWS XP),
ADAPTER 5V 2A DC 5.5mm x 2.5mm,
CC CAMERA ADAPTER 12V 5A FOR 4 CAMERA WITH ATTACHED POWER CABLE BRAND UNITECH INPUT  AC 220V to OUTPUT DC 12V Switching Adapter Converter Driver for LED Strip Light CCTV Camera Security System Computer Project,
CC CAMERA ADAPTER 12V 5A 60W Power Supply Adapter Universal Regulated Switching Transformer for LED Strip Light CCTV Camera Security System INPUT 220 V AC OUTPUT 12V DC,
USB WIRELESS ADAPTER RANZ 450M,
"Video Capture Card, 1080P HDMI Capture Card - HDMI to USB 2.0 Video Capture Device for Live Streaming, Broadcasting, Game Recording, Video Conference",
"Mancro Lightning to HDMI, iPhone to HDMI Cable Lightning Digital AV to HDMI Adapter 6.5ft 1080P HDTV Cable",
20 Sheets 210*297mm 250gsm A4 Gloss Photo Paper for Inkjet Printers Glossy Premium Quality,
"Generic Plastic Type C to HDTV Cable, For Industrial",
CN Plug Power Cable 2 Pin Prong C5 Cloverleaf China Power Cord 1.5m For AC Adapters Laptop Notebook LG LCD Televisions,
"Impact Punch Down Tool, Network Cable Wire Stripper Telephone Impact Terminal Insertion Tools 110/88",
Micro usb cable for andriod MOBILE AND OTHER DEVICES,
Portable KRONE KD-1 Punch Down Impact Tool With Sensor For Telecom Phone Wire RJ11 Network Cable RJ45 Cat5 With Retail Package,
"SATA II HDD ROM Mobile Rack - 2 Bay 2.5"" Internal Enclosure",
VGA to HDMI Converter with Audio VGA2HDMI 1080P Adapter Connector for Projector PC Laptop to HDTV,
CB242A (PCMCIA Card to PCI Express Converter),
PCI E SOUND CARD 5.1,
PCI E LAN CARD SINGLE PORT GIGABYTE,
PCI Parallel Adapter (DB25) Card - Parallel adapter - PCI - IEEE 1284 - PCI1PECP,
PCI E COM (DB 9) +PARALLEL CARD COMBO,
PCI DUAL Port Gigabit Server Network Card Chip Intel 82546EB PRO/1000MT PCI-X 2 Port RJ 45 Ethernet NIC 1000M Network Adapter,
HD LED magnifying lens glass with light,
PCI USB CARD 5 Ports PCI to USB 2.0 PCI Expansion Card Adapter Card 480Mbps PCI USB CARD,
PCI E  to DB25 Parallel Port Expansion Card PCI Parallel Port Converter Adapter Controller for Desktop PC Printer PCI E PARALLEL CARD,
PCI SOUND CARD 5.1,
PCI 1394 CARD 3 Port IEEE 1394 Firewire Card PCI Firewire Adapter IEEE 1394 PCI Controller Card for Desktop PC,
PCI E NVME CARD,
UNIVERSAL STRIPPING TOOL,
Micro Usb Otg Data Cable For Otg Enabled ANDROID TYPE  Devices,
USB SHARER Printer Sharing MANUAL Switch 2 Ports AND 4 PORTS  USB 2.0 Selector Switch For PC Sharing Switch Box with (2pcs  AND 4 PCS USB PRINTER CABLE BLACK ),
Power supply tester,
DVI (24+5) to VGA Cable for Computer Laptop TV displayer,
VGA SWITCH 2 VGA IN AND 1 VGA OUT MANUAL,
USB FEMALE TO USB FEMALE,
3.5 & 2.5 Inch Sata To Usb 2.0 Hdd Case Hard Disk Case External Hard Drive,
F&K Technology Notebook Computer Lock,
LAPTOP LOCK F & K Technology Notebook Computer Cable Key Lock,
VGA CABLE 5 METER COMPUTER DISPLAY CABLE (MALE TO MALE)  15 PIN MALE TO 15 PIN MALE,
VGA CABLE 15 METER  15 PIN MALE TO 15 PIN MALE,
Mercusys MW300UH 300Mbps High Gain Wireless USB Adapter,
VGA CABLE COMPUTER DISPLAY CABLE 1.5  METER MALE TO MALE 15 PIN MALE TO 15 PIN MALE,
VGA CABLE 20 METER FOR  PC AND PROJECTOR 15 PIN MALE TO 15 PIN MALE,
MERCURY MW150UH Mini USB Wireless Network Card Desktop Computer Laptop Wifi Receiver,
VGA CABLE 3 METER COMPUTER DISPLAY CABLE (MALE TO MALE)  15 PIN MALE TO 15 PIN MALE,
HDMI Cable 1.5M Quality High Speed Premium For All Digital Equipment HDMI cable 1.5m,
HDMI CABLE 3 meter,
HDMI Cable 15M Quality 4K High Speed Premium For All Digital Equipment Ratings 1,
HDMI CABLE 5 meter,
HDMI CABLE 10 meter,
HDMI CABLE 30 meter black colour and red and black colour,
HARD DISK CABLE Type C  to USB 3.0 cable 1 METER,
POWER BANK 10000 MAH BRAND JNUOBI,
HDMI MALE FEMALE EXTENDER,
PCIe to PCI Express 16X Riser for Laptop External image Card 5479,
Cable Matters 1ft Full HD 1080P VGA Splitter Cable (VGA Y Cable) for Screen Duplication - Does NOT Show Separate Displays (No Screen Extension),
ADAPTER 24 V 3A THERMAL PRINTER ADAPTER Epson Receipt Printer PS-180 Power Supply PS180 C32C825341 24V 3A THREE PIN ROUND,
MULTIMETER ANALONG BRAND BOSI MODEL NUMBER BS471109,
Digital Multimeter Probe cable / Test lead Probe Cable Generic,
MULTIMETER DIGITAL BOSI MODEL NUMBER  BS476498,
SPEAKER FOR DESKTOP COMPUTER AND OTHER ITEMS HOTMAI 919 MULTIMEDIA SPEAKER,
Electric soldering iron 220v 35w,
